,0
0,0.6529608410783112
1,0.6550949942320585
2,0.657454636413604
3,0.6574484393931925
4,0.6574415564537048
5,0.6574357757344842
6,0.6574311330914497
7,0.6574263549409807
8,0.6574206822551787
9,0.6574132265523076
10,0.6574045033194125
11,0.6574271761812269
12,0.6574238170683384
13,0.6574208230506629
14,0.6574182848406955
15,0.6574160830354131
16,0.6574139966516923
17,0.6574120055667215
18,0.6574103614542455
19,0.6574092390358623
20,0.6574088780959143
21,0.6574061835543725
22,0.6574036021757926
23,0.6574011123991073
24,0.6573986268603905
25,0.657396029641526
26,0.6573934951467658
27,0.6573909844489906
28,0.657388408233708
29,0.657385733577393
30,0.6573828702505816
31,0.6573799054811534
32,0.657377106611681
33,0.6573743657276696
34,0.6573715390525582
35,0.6573689349750189
36,0.6573664306222026
37,0.6573640359617557
38,0.6575748072497575
39,0.6575938902644315
40,0.6576151574358751
41,0.657638937580902
42,0.6576654846852523
43,0.6576949972825485
44,0.6577278738662827
45,0.6577643560253132
46,0.6578047897812169
47,0.6578496025843777
48,0.6578786162855169
49,0.6579078224438514
50,0.657937846389299
51,0.6579686516892085
52,0.6579999532166607
53,0.6580314797375959
54,0.65806285490754
55,0.6580937197511044
56,0.6581234799025424
57,0.6581514398855148
58,0.6581792793161126
59,0.6582068556934634
60,0.6582341841940739
61,0.6582611684140818
62,0.6582877666312836
63,0.6583139027517572
64,0.6583394430226148
65,0.6583644089266859
66,0.658388770096568
67,0.6584127390216814
68,0.6584361969837779
69,0.6584592431509149
70,0.6584818687681162
71,0.6585041394569683
72,0.6585259721775791
73,0.6587828976554205
74,0.6588274440981128
75,0.6588739537169411
76,0.6589228053527618
77,0.6589741668663369
78,0.659028149467182
79,0.6590851689472869
80,0.65914573188898
81,0.6592099242872647
82,0.6592782696259093
83,0.6593278300594564
84,0.6593779240227178
85,0.6594283188181215
86,0.6594787886273659
87,0.6595291721532773
88,0.65957917863536
89,0.6596284602086134
90,0.6596765834701712
91,0.659723032064339
92,0.6597672599710176
93,0.6598109090833353
94,0.6598537599957677
95,0.6598956584275913
96,0.6599366141796943
97,0.6599767845944978
98,0.6600161931970445
99,0.6600548279616547
100,0.6600926954379059
101,0.6601297205417171
102,0.6601661329795651
103,0.6602025198228019
104,0.6602378439579282
105,0.6602724588352835
106,0.6603063423485211
107,0.6603396328412566
108,0.6603723991138992
109,0.6606075891634825
110,0.6606594091089881
111,0.6607127370371337
112,0.6607678119745686
113,0.660824639166403
114,0.6608836324032599
115,0.6609451260609437
116,0.6610094177531445
117,0.6610767539653343
118,0.6611476254491411
119,0.661202067497809
120,0.6612566994861612
121,0.6613115076550387
122,0.6613662682854348
123,0.6614208183481323
124,0.6614749115671251
125,0.6615280415042278
126,0.6615799739147936
127,0.6616303641291182
128,0.6616787315019025
129,0.6617264506617356
130,0.6617734327176462
131,0.6618196382624231
132,0.6618649774021639
133,0.6619092746105049
134,0.6619525496563391
135,0.6619947993058741
136,0.6620359119702217
137,0.6620759413487014
138,0.6621150830041738
139,0.6621532123096626
140,0.6621905177608333
141,0.6622271145311485
142,0.6622629691260621
143,0.6622979694479153
144,0.6623320054395181
145,0.6625658806852124
146,0.6626185076819511
147,0.6626724825901972
148,0.6627279566562045
149,0.6627851881553651
150,0.6628443623404349
151,0.6629057567812462
152,0.6629697533094584
153,0.6630368592852826
154,0.663107443157221
155,0.6631618135154819
156,0.6632163324122595
157,0.6632709727165497
158,0.6633256766539364
159,0.6633801513976069
160,0.6634341304460684
161,0.6634873227395837
162,0.6635394707449455
163,0.663590188890899
164,0.6636389836079247
165,0.6636871225528613
166,0.6637346308600623
167,0.6637813694828403
168,0.6638274404692016
169,0.6638725860500809
170,0.6639167646048686
171,0.6639600336832773
172,0.6640023608057153
173,0.6640438333192807
174,0.6640845976871887
175,0.6641246077404552
176,0.6641638307619915
177,0.6642021881829543
178,0.6642396002763202
179,0.6642761358769597
180,0.6645160319029515
181,0.664571407462443
182,0.6646279932898322
183,0.6646861874458503
184,0.6647462074218221
185,0.6648082557243822
186,0.6648726041104751
187,0.6649395249106892
188,0.6650096762111912
189,0.6650832516665564
190,0.6651401923640236
191,0.6651971795395262
192,0.6652541975831803
193,0.6653111972014523
194,0.665367833456363
195,0.6654238782150895
196,0.6654792288170059
197,0.6655335488726981
198,0.6655863309730543
199,0.6656370363456129
200,0.6656872238907928
201,0.6657366586435151
202,0.6657852650782528
203,0.6658328972925619
204,0.6658795786251275
205,0.6659253346978156
206,0.6659701186515938
207,0.6660138756535279
208,0.6660566990860118
209,0.6660987073626998
210,0.6661398093765925
211,0.6661798948323195
212,0.666219043765754
213,0.6664648785706816
214,0.6665230928003181
215,0.6665825066054836
216,0.6666432461188402
217,0.6667056590635926
218,0.6667698484203471
219,0.6668362253842942
220,0.6669050324269052
221,0.6669767236422658
222,0.6670516436607129
223,0.6671095008852472
224,0.667167200499146
225,0.6672245973308693
226,0.6672816205926164
227,0.6673380455608152
228,0.6673937111799275
229,0.6674483460839562
230,0.6675016645897952
231,0.6675531096893662
232,0.6676020125574993
233,0.6676502158005635
234,0.6676973930846593
235,0.6677443348227745
236,0.6677902504805668
237,0.6678351578618923
238,0.6678791157999125
239,0.6679221463916439
240,0.6679641182965099
241,0.6680051618343199
242,0.6680454077509992
243,0.6680848688315141
244,0.6681235743569853
245,0.6681615465063497
246,0.6681987466100469
247,0.668235299665619
248,0.6684708913560143
249,0.6685261822467745
250,0.6685828065262402
251,0.6686410930483014
252,0.6687012953430437
253,0.6687635211418268
254,0.6688281111217006
255,0.6688954196021701
256,0.6689658100733615
257,0.6690397077329223
258,0.6690974921015848
259,0.6691554565276379
260,0.6692135697763785
261,0.6692716906572322
262,0.669329549519686
263,0.6693870120613405
264,0.6694437848162746
265,0.669499416361201
266,0.6695535734570507
267,0.66960580953535
268,0.6696574941373742
269,0.6697085676139342
270,0.6697589058674037
271,0.6698084871854217
272,0.6698572339969074
273,0.6699050567087831
274,0.6699519883744739
275,0.6699981962233192
276,0.6700436031404337
277,0.6700881600621595
278,0.6701319940178734
279,0.6701749137523008
280,0.6702171116582591
281,0.6702586509907902
282,0.6702995637321378
283,0.6707306178819702
284,0.6708078961018413
285,0.6708883294616261
286,0.6709722869326632
287,0.6710601506050559
288,0.671152567192051
289,0.6712501333726933
290,0.6713533148912972
291,0.6714627787202108
292,0.6715787926031718
293,0.6716633255562453
294,0.6717486013052391
295,0.6718344585697966
296,0.6719204843467208
297,0.6720062753441872
298,0.672091330767011
299,0.6721750389549971
300,0.6722567016485221
301,0.672335646021761
302,0.672410297968091
303,0.6724844618874034
304,0.6725575383724729
305,0.6726293653711969
306,0.6726996085327616
307,0.6727682117412866
308,0.6728351662824883
309,0.6729003354232495
310,0.67296378861917
311,0.6730255359092033
312,0.6730859845379682
313,0.6733348019415822
314,0.673411374343257
315,0.6734884728339315
316,0.6735662488015766
317,0.6736449121031131
318,0.6737247556870409
319,0.6738060800797643
320,0.6738892178554647
321,0.6739750100270785
322,0.6740631995554264
323,0.6741354201735634
324,0.6742072291758074
325,0.6742785411735729
326,0.6743495988611542
327,0.6744199900974862
328,0.6744894654822859
329,0.6745577420895869
330,0.6746245387733429
331,0.674689469808455
332,0.6747520684749855
333,0.6748137523041082
334,0.6748744967247409
335,0.6749343070894096
336,0.6749930674138576
337,0.6750507071154264
338,0.6751071202215692
339,0.6751622704228805
340,0.6752162653357393
341,0.6752702535829495
342,0.6753226212946681
343,0.675374009850629
344,0.6754244532275001
345,0.6754740279387056
346,0.675522586160018
347,0.6755702042423744
348,0.6756168597483785
349,0.6758553869263542
350,0.6759197894267512
351,0.6759852203139509
352,0.6760519088570941
353,0.6761200114027289
354,0.6761899956286361
355,0.6762625068632653
356,0.6763369659918611
357,0.6764140476180925
358,0.6764941373042793
359,0.6765583126004697
360,0.6766223825213612
361,0.6766861793946373
362,0.6767497390221601
363,0.676813319798046
364,0.6768762330808767
365,0.6769381425169699
366,0.6769988025251822
367,0.6770577796262298
368,0.6771145185760628
369,0.6771704288149427
370,0.6772257058111106
371,0.677280020550975
372,0.6773335247959567
373,0.6773861455331471
374,0.6774377189946816
375,0.6774881715938352
376,0.677537585105028
377,0.6775861524326959
378,0.67763396788386
379,0.6776810675473033
380,0.6777275128314538
381,0.6777732204835631
382,0.6778180854724132
383,0.6778621576569616
384,0.6780944283935267
385,0.6781559696101528
386,0.6782187188941432
387,0.6782828635563629
388,0.6783486022569705
389,0.6784161729634965
390,0.6784858726035373
391,0.678557925435036
392,0.6786326933255094
393,0.6787105360019816
394,0.6787734044208318
395,0.678836388749532
396,0.6788993995163692
397,0.6789624126570644
398,0.6790251532417682
399,0.6790874618042008
400,0.6791489159145716
401,0.6792092623759816
402,0.6792682269510557
403,0.6793252385699761
404,0.6793816971051936
405,0.6794374715357938
406,0.6794923978149419
407,0.6795464396914099
408,0.6795996189148044
409,0.6796518218743599
410,0.6797040093415926
411,0.6797543012271468
412,0.6798038263334547
413,0.679852609866553
414,0.6799002928119207
415,0.6799473003001206
416,0.6799936146294187
417,0.6800390658191439
418,0.6800835905372772
419,0.6803092482808343
420,0.680370300840018
421,0.6804323498384844
422,0.6804954539254793
423,0.6805599130940532
424,0.6806260740527683
425,0.6806941255853547
426,0.6807642367512543
427,0.6808369348470076
428,0.6809124365435151
429,0.6809727722267217
430,0.681033451266236
431,0.6810940734501628
432,0.6811545267924661
433,0.6812144166172578
434,0.6812735844734529
435,0.6813317460100049
436,0.6813886343525258
437,0.6814440567846277
438,0.6814976136895106
439,0.6815503782104505
440,0.681602312909043
441,0.681653280837401
442,0.68170330436875
443,0.6817522378008167
444,0.6818000422250567
445,0.6818467948261849
446,0.6818924301504052
447,0.6819370618975247
448,0.6819808756346737
449,0.6820236965511396
450,0.6820658680238667
451,0.6821071388497066
452,0.6821475366401699
453,0.6821871465247143
454,0.6822261632666751
455,0.6822645336879487
456,0.6824535482709475
457,0.6825057320928074
458,0.6825588413987828
459,0.682612910067045
460,0.6826681421449983
461,0.6827250625506205
462,0.6827837735657271
463,0.6828445345319745
464,0.6829076707603638
465,0.6829749485879637
466,0.6830285412034849
467,0.6830824046178713
468,0.6831364432808789
469,0.6831906201318634
470,0.6832446548591738
471,0.6832984684464074
472,0.6833522879407281
473,0.6834054988764005
474,0.6834578140472168
475,0.6835087087620124
476,0.683559342906829
477,0.6836096425762885
478,0.683659544038874
479,0.6837089590099007
480,0.68375780313369
481,0.6838060334301517
482,0.683853570789509
483,0.6838997556863046
484,0.6839451910238086
485,0.6839898562542397
486,0.6840337977470975
487,0.6840770706397407
488,0.6841196468683801
489,0.6841615089547971
490,0.6842026845721413
491,0.6842430608442582
492,0.6844567732759177
493,0.6845130518029494
494,0.6845702047288256
495,0.684628567215566
496,0.6846884329895877
497,0.6847499427780572
498,0.6848133425697482
499,0.6848789100086732
500,0.684946881146366
501,0.685017439755337
502,0.6850736125740524
503,0.6851296959389142
504,0.6851855181206561
505,0.6852409652930959
506,0.6852960807808377
507,0.6853505114830977
508,0.685403836008232
509,0.6854558165670364
510,0.685506151129294
511,0.6855543625177779
512,0.6856016317318588
513,0.6856479658866814
514,0.6856933780609022
515,0.6857378345121493
516,0.6857812526268949
517,0.6858235766540732
518,0.685864828571133
519,0.6859036939935268
520,0.6859427660861642
521,0.6859808944468945
522,0.6860181195256316
523,0.6860545537442401
524,0.6860899581057461
525,0.6861245068046392
526,0.6861581756399986
527,0.6863222356482874
528,0.6863674132783742
529,0.686413179288392
530,0.686459593083464
531,0.6865068799391892
532,0.6865552518556354
533,0.6866047210568464
534,0.6866554966248514
535,0.6867078235404581
536,0.6867619923290996
537,0.6868051311107154
538,0.6868480130152295
539,0.6868905955195868
540,0.6869327262563989
541,0.6869743521846614
542,0.6870152717560061
543,0.6870553882390313
544,0.6870944304316554
545,0.6871319882485822
546,0.6871679414996179
547,0.6872030621105801
548,0.6872374127389163
549,0.6872709556396049
550,0.6873039582690018
551,0.6873361968230438
552,0.6873676486729485
553,0.6873982276334154
554,0.6874280585251983
555,0.6874572354680948
556,0.687485960998431
557,0.6875142155900905
558,0.6875419539897365
559,0.6875691444424362
560,0.6875958006161239
561,0.6876220303339206
562,0.6876477789098319
563,0.6878524841372518
564,0.6878952722191322
565,0.6879394420902722
566,0.6879851602139153
567,0.6880326568213855
568,0.6880821325092671
569,0.6881343703685021
570,0.6881891744987982
571,0.6882467706914998
572,0.6883075886193863
573,0.6883546627582027
574,0.6884013674523983
575,0.688448163019978
576,0.6884949979728743
577,0.6885417550256487
578,0.6885882576306448
579,0.6886342342076681
580,0.688679262464255
581,0.6887230803070946
582,0.688765196837578
583,0.6888068396795729
584,0.6888480469305991
585,0.68888867514027
586,0.688928661627728
587,0.6889679467511354
